created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Tue Oct 17 23:22:55 +0000 2023;1714421762627449063;"@YAMADA_BUNNY おはようございます😆朝からポップに元気いただきました〜🙏✨";0;1;0;1;ja;1694876083764789248;1714418008364609739;sameo_ai;https://twitter.com/sameo_ai/status/1714421762627449063
Tue Oct 17 23:22:37 +0000 2023;1714421688228536362;"With @Oni616351618045 🏆 new duo hoping for the best 🙏💙";0;0;0;0;en;1428453026247979011;1714375283338317857;DONTCONTESTME;https://twitter.com/DONTCONTESTME/status/1714421688228536362
Tue Oct 17 23:22:31 +0000 2023;1714421661112365269;"y mira que intento darme maña con el prompting pero posta no se como hacen ustedes yo la verdad voy a empezar a desconfiar de cualquiera que me diga que usa chatgpt para el colegio/facu porque mi experiencia es nefasta";0;1;0;0;es;1670503686164946946;1714421656452493352;cyberagine;https://twitter.com/cyberagine/status/1714421661112365269
Tue Oct 17 23:22:29 +0000 2023;1714421656452493352;"como me encantaria ser un nene chatgpt pero cada vez que intento que me de una mano con alguna consigna de un tp o un ejercicio que no entendi me devuelve cualquier sarasa es insostenible";0;1;0;0;es;1670503686164946946;1714421656452493352;cyberagine;https://twitter.com/cyberagine/status/1714421656452493352
Tue Oct 17 23:22:27 +0000 2023;1714421646080057372;"@TucaFalante Esqueceram de configurar o chatgpt pra traduzir em pt-br";0;0;0;0;pt;15483838;1714407774279372884;msoares;https://twitter.com/msoares/status/1714421646080057372
Tue Oct 17 23:22:07 +0000 2023;1714421560814321940;"DeepLの翻訳が分かりにくかったので、ChatGPT　ハマスのイスラエル攻撃についての記事を翻訳いらしたらセンシティブな内容については翻訳できないと返されますた　　原文そのまま読めばわかったけど https://t.co/Qx7dC9DrO1";0;0;0;1;ja;101119598;1714421560814321940;chitake;https://twitter.com/chitake/status/1714421560814321940
Tue Oct 17 23:21:58 +0000 2023;1714421522650038536;"Realistic woman with snake hair, resembling Greek Medusa. 3/4 view. Image #   𝙁𝙤𝙡𝙡𝙤𝙬 𝙛𝙤𝙧 𝙈𝙤𝙧𝙚!  #artificialintelligence #ai #nft #nftart #machinelearning #chatgpt #art #tech #deeplearning #technology #digitalart https://t.co/1VDySHcSzD";0;0;0;2;en;1034259538604642304;1714421522650038536;MidJourneyLIVE;https://twitter.com/MidJourneyLIVE/status/1714421522650038536
Tue Oct 17 23:21:57 +0000 2023;1714421521546985765;"90% of my ChatGPT questions could have been answered by a better search engine, and much faster. AI seems more like a duct tape to the broken search have today.";0;0;0;0;en;91545387;1714421521546985765;pratikanthi;https://twitter.com/pratikanthi/status/1714421521546985765
Tue Oct 17 23:21:57 +0000 2023;1714421518996836603;"@ShytoshiKusama I’ll say it straight at this point I agree with so called shadow cats . You need to step down. Milkshake needs to take over and come back . She was sober and cogent with her posts . No chat gpt was required on her part . You make weird chat gpt posts . You respond…";0;1;1;0;en;1638922323871793152;1714421518996836603;Yasei__Okami;https://twitter.com/Yasei__Okami/status/1714421518996836603
Tue Oct 17 23:21:48 +0000 2023;1714421482754089262;"G7 kids in 🇨🇦 can’t spell and can’t do maths corrections.   Is that because schools don’t do spelling tests anymore and teachers don’t help the students with their corrections?   Teacher said use Chat GPT to help correct maths 🤦🏻‍♀️  But you can bet they will know ALL about SOGI 🌈";0;2;0;10;en;122280584;1714421482754089262;LFSLLBHons;https://twitter.com/LFSLLBHons/status/1714421482754089262
Tue Oct 17 23:21:18 +0000 2023;1714421358115881080;"mds o chat gpt é muito burro puta q pariu";0;0;0;0;pt;1374573958339690499;1714421358115881080;GuilhermeFrei3;https://twitter.com/GuilhermeFrei3/status/1714421358115881080
Tue Oct 17 23:21:07 +0000 2023;1714421311789727755;"The #AI-powered future is rapidly approaching—#leaders should champion this #transformation by nurturing a culture of adaptation and continuous learning." — Paul #Leonardi refined by #Fernando and #ChatGPT  https://t.co/M8ejakVtmL https://t.co/GBBbF6aRbC https://t.co/vAFDJssUUm";0;1;0;1;en;815265799002869762;1714408747823411285;gfernandoamb;https://twitter.com/gfernandoamb/status/1714421311789727755
Tue Oct 17 23:21:04 +0000 2023;1714421299945275603;"Kalau tak pasti, ChatGPT dulu.";0;0;0;0;in;504763351;1714421299945275603;izmalh;https://twitter.com/izmalh/status/1714421299945275603
Tue Oct 17 23:20:51 +0000 2023;1714421242311135637;"me tocó meterle 20lukas a la página de chatgpt pa poder hacer mi tesis https://t.co/8g0IZzQKWj";0;0;0;9;es;4152682643;1714421242311135637;spartasinombre;https://twitter.com/spartasinombre/status/1714421242311135637
Tue Oct 17 23:20:46 +0000 2023;1714421221067260399;"おはようございます☀  chatgptで「五十音順で最初」と書くと「最初」の白雪姫が出てしまう…😂  試しに五十音順で並べて、とだけお願いしたら改善‼️お願いは簡潔に分かりやすくですね☺️  アラジンの次にアナ雪になってるけど…  …  今日も1日頑張りましょう🎵 https://t.co/4yPtyrk3PJ";0;3;0;1;ja;1695637311302844416;1714421221067260399;MameDisneyJPN;https://twitter.com/MameDisneyJPN/status/1714421221067260399
Tue Oct 17 23:20:39 +0000 2023;1714421194009555243;"hablándole de por favor y gracias a chatgpt por si algún día las máquinas toman consciencia y nos someten a un juicio final";0;2;0;4;es;1244792099544891397;1714421194009555243;casidics;https://twitter.com/casidics/status/1714421194009555243
Tue Oct 17 23:20:37 +0000 2023;1714421183557362025;"@florianmaringer @IrmiSalzer Hast du ChatGPT deinen Account überlassen?";0;0;0;2;de;1490264376;1714387505254969777;Tomcat0815;https://twitter.com/Tomcat0815/status/1714421183557362025
Tue Oct 17 23:20:22 +0000 2023;1714421119753638038;"Microsoft unveils UAE-developed, ChatGPT-like AI assistant https://t.co/OIyNvUMY76";0;0;0;1;en;340761922;1714421119753638038;drsweid;https://twitter.com/drsweid/status/1714421119753638038
Tue Oct 17 23:20:12 +0000 2023;1714421081552064994;"chatGPTの謝罪スキルめっちゃ高い";0;0;0;0;ja;88609153;1714421081552064994;texplode;https://twitter.com/texplode/status/1714421081552064994
Tue Oct 17 23:20:00 +0000 2023;1714421030859812980;"ChatGPT Plus凄いな 昨日の強制購入イベント（？）で使う時期早まったけど、これは払う価値あるなと思った";0;0;0;2;ja;1114125006802276352;1714421030859812980;KFvb1014;https://twitter.com/KFvb1014/status/1714421030859812980
Tue Oct 17 23:20:00 +0000 2023;1714421028535853277;"Dall-E: cómo funciona la herramienta de ChatGPT para crear imágenes   ✍: @claudiarivera00 https://t.co/sZtwNPqxwg";0;0;0;1;es;42832810;1714421028535853277;eldiario;https://twitter.com/eldiario/status/1714421028535853277
Tue Oct 17 23:19:58 +0000 2023;1714421022047477973;"私の尊敬する七里信一さんが「ChatGPT活用セミナー」を主催します！ZOOMでの無料セミナーでChatGPTの奥深さを学べます。8つの特典も魅力。この機会をお見逃しなく！ https://t.co/kzHkjWodC7";0;0;0;0;ja;2817186133;1714421022047477973;namiyn1;https://twitter.com/namiyn1/status/1714421022047477973
Tue Oct 17 23:19:50 +0000 2023;1714420986974462291;"@Botafogo mencionamos o Botafogo no nosso questionário do TCC, descubram qual tweet nosso foi um torcedor do Botafogo e qual foi feito pelo Chat GPT https://t.co/CvCZJ8lQPn";0;0;0;2;pt;1278839473;1714399370836156714;lucianawasner;https://twitter.com/lucianawasner/status/1714420986974462291
Tue Oct 17 23:19:44 +0000 2023;1714420963658571941;"すうがく全くわかんないのに数ヮ答忘れたからChatGPTに頼ったけどもうダメなのかもしれない https://t.co/02Q55f0vKM";0;0;0;0;ja;1634564588342747138;1714420963658571941;014_2525;https://twitter.com/014_2525/status/1714420963658571941
Tue Oct 17 23:19:39 +0000 2023;1714420939881079155;"@Jim_Jordan Looks like your staff knows how to use ChatGPT";0;0;0;0;en;846335283758968833;1713957436728496298;bigdog93001;https://twitter.com/bigdog93001/status/1714420939881079155
Tue Oct 17 23:19:38 +0000 2023;1714420937918218717;"Chat GPT and Dall.E 3 is no joke";0;1;0;1;en;212873766;1714420937918218717;BizMasterP;https://twitter.com/BizMasterP/status/1714420937918218717
Tue Oct 17 23:19:33 +0000 2023;1714420917340717110;"#ai #aiart #art #aiartcommunity #nftart  #nftartist  #prompt #promptshare  #promptgenerator  #chatgpt   #artificialintelligence #DALLE3   You don't really need it, as DALLE3 interprets NLP user inputs (your requested input) and by default rewrites it into 4 distinct, unique…";0;1;0;2;en;702966571216539648;1714420917340717110;TheRustyOrb;https://twitter.com/TheRustyOrb/status/1714420917340717110
Tue Oct 17 23:19:18 +0000 2023;1714420854983925899;"@Salis_khizar_k @rishikagupta__ ChatGpt has really better response than stackoverflow.";0;0;0;0;en;1085144467403730944;1713976733656072232;binayak_shankar;https://twitter.com/binayak_shankar/status/1714420854983925899
Tue Oct 17 23:19:16 +0000 2023;1714420845127307628;"@DoctorAnarchist Dall-E 3 via ChatGPT 4";0;1;0;2;en;1531297219239981056;1714303793259524131;BowTiedThinker;https://twitter.com/BowTiedThinker/status/1714420845127307628
Tue Oct 17 23:19:02 +0000 2023;1714420787040399394;"@aisolopreneur I'm interested in how the tech giants will allow creators to build on their LLM's and create products.  The reason ChatGPT is so valuable is that entire companies are being built on top of it.";0;0;0;0;en;502024050;1714290853785841664;PranavGhatraju;https://twitter.com/PranavGhatraju/status/1714420787040399394
Tue Oct 17 23:18:55 +0000 2023;1714420755340128462;"経理では、請求書の作成代行を生成AIでやらせる想定とのこと。  この辺、個人のchatGPTでは取り扱う情報の内容的に難しいので、安くて色々試せる法人サービスあると良いのですが。(知らないだけの可能性大)  サイバーエージェント、生成AIで業務6割減：日本経済新聞 https://t.co/NKyDoz3oN0";0;0;0;5;ja;1545263127667023872;1714420755340128462;fs_tamaura;https://twitter.com/fs_tamaura/status/1714420755340128462
Tue Oct 17 23:18:54 +0000 2023;1714420753712476270;"chat gpt salvando esse projeto https://t.co/vf90mbcbIE";0;0;0;0;pt;1264921823160020998;1714420753712476270;Gba0500;https://twitter.com/Gba0500/status/1714420753712476270
Tue Oct 17 23:18:45 +0000 2023;1714420714038599976;"xGQzd3o 😔💜🎊😋 all guy ancient which marry chemical confusion  #ChatGPT账号 #小火箭 #推特账号 #韩国id #Tiktok账号 199310 ✌️😢💙 https://t.co/UBMJWIk5ji";0;8;8;8;en;1468879285;1714420714038599976;Brittan96037677;https://twitter.com/Brittan96037677/status/1714420714038599976
Tue Oct 17 23:18:33 +0000 2023;1714420664189268377;"Check out ChatGPT Plugins https://t.co/0zJJpyrrk6 by @dvnschmchr";0;0;1;1;en;290250555;1714420664189268377;blacklabelbob;https://twitter.com/blacklabelbob/status/1714420664189268377
Tue Oct 17 23:18:24 +0000 2023;1714420627673940027;"81％の企業が生成AIチームを保有 対象は年商5000万ドル（約74億9000万円）以上の企業  用途は ・データ分析 ・マーケティングコンテンツ作成 ・顧客ニーズと競合の調査 etc  生成AIによって個人の可能性を広げることができる  #AI #ビッグデータ #ChatGPT #IT  https://t.co/HMxfavaDXV";0;0;0;1;ja;1654720632964403200;1714420627673940027;KENken434730558;https://twitter.com/KENken434730558/status/1714420627673940027
Tue Oct 17 23:18:13 +0000 2023;1714420582807420955;"Indie dev: have problem, ChatGPT or even Google to solve it in real time, solved same day  big tech: have problem, multi day Slack thread, several video calls, still not solved a month later, re-org removes most of the people who knew it was a problem";0;0;0;0;en;1405340805544353793;1714420582807420955;SellSideSov;https://twitter.com/SellSideSov/status/1714420582807420955
Tue Oct 17 23:18:01 +0000 2023;1714420529770397976;"ChatGPTで自動生成した質問-回答ペアを使ってQAモデルを学習すると、人手作成データで学習したモデルと同等の性能が得られる話、arxiveにアップしました😊@Stockmark_japan さんとの共同研究成果。PACLICで正式には発表するので現地で議論させていただきたいです🙇‍♂️ https://t.co/fo5E8hkz39";2;1;21;94;ja;88602309;1714420529770397976;ibadora;https://twitter.com/ibadora/status/1714420529770397976
Tue Oct 17 23:17:59 +0000 2023;1714420523558486459;"Goodbye Amplify. Hello Chat GPT.";0;0;0;5;en;1074697393814286336;1714420523558486459;houstonisdwatch;https://twitter.com/houstonisdwatch/status/1714420523558486459
Tue Oct 17 23:17:50 +0000 2023;1714420486145524128;"@emiko_dev Don’t give up. chatGPT is there for you.";0;0;0;0;en;570501533;1714203847214895401;AmirBeheshty;https://twitter.com/AmirBeheshty/status/1714420486145524128
Tue Oct 17 23:17:48 +0000 2023;1714420475605156292;"ChatGPT（DALL-E3）でニホンリスを描いてもらったら、DALLよりいい感じに仕上がった。 https://t.co/6Gc8N66zBX";0;1;0;2;ja;148770049;1714420475605156292;Art55_Japan;https://twitter.com/Art55_Japan/status/1714420475605156292
Tue Oct 17 23:17:43 +0000 2023;1714420456672092498;"【百度称文心大模型4.0与OpenAI的ChatGPT-4相比毫不逊色】百度发布了最新版本的生成式AI模型，称其与OpenAI的ChatGPT相比毫不逊色。【更多详情】https://t.co/W1ylMuddDp https://t.co/c3gSF2tr08";0;0;0;0;zh;1210733504016740352;1714420456672092498;OR55102750;https://twitter.com/OR55102750/status/1714420456672092498
Tue Oct 17 23:17:21 +0000 2023;1714420363440878077;"They asked ChatGPT about, well... https://t.co/sPEXHoLOsi";0;0;0;0;en;1377960756629618693;1714420363440878077;hazanirayidfada;https://twitter.com/hazanirayidfada/status/1714420363440878077
Tue Oct 17 23:17:01 +0000 2023;1714420277646422376;"@NobleBenz @instablog9ja This has to be chat gpt. Which one be respect their space?";0;0;0;0;en;1596710467044610049;1714182745289609289;Kekang_W;https://twitter.com/Kekang_W/status/1714420277646422376
Tue Oct 17 23:17:00 +0000 2023;1714420273511080000;"https://t.co/HCRhxp5JUh ChatGPTを使って、写真の表からグラフを作成する方法を紹介します。うーん、わたしにはハードルが高いかな(汗) #ChatGPT #グラフ作成 #データ解析 #GPT4 #デジタルマーケティング";0;0;0;1;ja;1161102227785703425;1714420273511080000;oomotokeiei;https://twitter.com/oomotokeiei/status/1714420273511080000
Tue Oct 17 23:16:55 +0000 2023;1714420254313689177;"@jaylaaaj_ Chat gpt, copy paste 😂😂!";0;0;0;0;en;1242165063848546305;1714365193407303859;itsyaboiprince_;https://twitter.com/itsyaboiprince_/status/1714420254313689177
Tue Oct 17 23:16:54 +0000 2023;1714420249314078951;"ไป่ตู้ (Baidu) เปิดตัว “Ernie 4.0” แชตบอท AI เวอร์ชันล่าสุดที่ประสิทธิภาพโดยรวม ‘ทัดเทียม ChatGPT’    https://t.co/Z535p2CUSk";0;0;0;1;th;886117641751994368;1714420249314078951;BitcoinAddictTH;https://twitter.com/BitcoinAddictTH/status/1714420249314078951
Tue Oct 17 23:16:50 +0000 2023;1714420231244783854;"Whoever wrote Marla’s closing statement needs to be told there’s a new version of chat gpt out. @HobokenTroll";0;1;2;2;en;1510975904855597057;1714405608282059164;psokolovRU_Hob;https://twitter.com/psokolovRU_Hob/status/1714420231244783854
Tue Oct 17 23:16:49 +0000 2023;1714420228619174258;"Omg, chatGPT is on the verge of greatness here! Forget competent content, appropriate word choice, and good rhythm, it’s tugging effectively at emotions.";0;1;1;21;en;1445259577;1714420228619174258;PopovaProf;https://twitter.com/PopovaProf/status/1714420228619174258
Tue Oct 17 23:16:47 +0000 2023;1714420219802743224;"99647 🦀🙁👁 mountain beneath a covering of lemon  orange and olive branches.   #ChatGPT账号 #飞机号 #推特账号 #推特号 #LINKEDIN账号 https://t.co/nFevcIDeJO";0;8;8;8;en;3357672914;1714420219802743224;dinhmaithanh;https://twitter.com/dinhmaithanh/status/1714420219802743224
Tue Oct 17 23:16:34 +0000 2023;1714420165545263115;"@KimJongUnArabic عيال صندل تفو على اصلهم";0;0;0;0;ar;1361394539248893959;1714344383867171203;sflw7;https://twitter.com/sflw7/status/1714420165545263115
Tue Oct 17 23:16:34 +0000 2023;1714420165289599084;"Baidu afirma que sua IA é tão boa quanto o ChatGPT https://t.co/JBKUSOlgiY";0;0;0;0;pt;1103683174478032896;1714420165289599084;feedynewsBR;https://twitter.com/feedynewsBR/status/1714420165289599084
Tue Oct 17 23:16:33 +0000 2023;1714420160491139315;"Horrifying news.  I don't and won't use chatGPT at all and I value @StackOverflow . I think community should act to avoid SO from collapsing. SO is at least as valuable as @Wikipedia .";0;0;0;0;en;762544581590257665;1714420160491139315;Ozan__Caglayan;https://twitter.com/Ozan__Caglayan/status/1714420160491139315
Tue Oct 17 23:16:29 +0000 2023;1714420144808562729;"@UnCaricaturista @PublimetroCol Me parece que debería existir algunos misiles de Hamas disparados a Israel. El conflicto es asimétrico pero existen 2 bandos.";0;0;0;0;es;1607711133711978497;1714250999982932266;BallenaBacia;https://twitter.com/BallenaBacia/status/1714420144808562729
Tue Oct 17 23:16:29 +0000 2023;1714420144435319294;"@spectatorindex They'll release it once ChatGPT is finished creating it";0;0;0;0;en;1331273455296241665;1714412371245142345;SirCheesecake2;https://twitter.com/SirCheesecake2/status/1714420144435319294
Tue Oct 17 23:16:25 +0000 2023;1714420129566429648;"e  but in the main  apart from his craze  he is little more than a thoughtful  cultured gentleman  w   #ChatGPT账号 #飞机号 #推特账号 #facebook账号 #推特刷粉 🦬👶🥙 10835 https://t.co/y3wtnclKMq";0;7;7;7;en;3521619977;1714420129566429648;izidor_Gaming;https://twitter.com/izidor_Gaming/status/1714420129566429648
Tue Oct 17 23:16:24 +0000 2023;1714420121911861420;"Looking for PD for your school or PLC? Contact me to schedule sessions on #AI #edtech, #SEL, #STEM, #STEMEd #chatgpt &amp  more via https://t.co/iwKaBgbI6X @thriveinedu";0;0;0;0;en;49860518;1714420121911861420;Rdene915;https://twitter.com/Rdene915/status/1714420121911861420
Tue Oct 17 23:16:09 +0000 2023;1714420058724745443;"@IamKarinaBArt prompt for this??";0;1;0;1;en;1611303888912781313;1714416739218608218;sha_sujin;https://twitter.com/sha_sujin/status/1714420058724745443
Tue Oct 17 23:16:06 +0000 2023;1714420049879150638;"3分でわかる生成AIの著作権問題です。  要は何をしなければ問題ないのか、結論だけ教えてくれる記事です。  https://t.co/r0uVZPltVA  #midjourney #stablediffusion #chatgpt #生成AI";0;0;0;3;ja;1322051209449021441;1714420049879150638;ppppatrick1981;https://twitter.com/ppppatrick1981/status/1714420049879150638
Tue Oct 17 23:16:05 +0000 2023;1714420041821589677;"ChatGPT";0;0;0;0;en;1146740208014114818;1714420041821589677;Pratica15;https://twitter.com/Pratica15/status/1714420041821589677
Tue Oct 17 23:16:03 +0000 2023;1714420035412697315;"@felipeneto Felipe, usamos um tweet seu pra um questionário do TCC e um do Chat GPT imitando vc, ajuda a gente respondendo e descobre qual é kkkkkk  https://t.co/CvCZJ8lQPn";0;0;0;2;pt;1278839473;1714417027488583818;lucianawasner;https://twitter.com/lucianawasner/status/1714420035412697315
Tue Oct 17 23:16:03 +0000 2023;1714420034662015056;"@nitro1320 @joeangel1111 @RpsAgainstTrump The Liberal democrat chatGPT account right here.    Nitro the nascar fan.   Super liberal limited vocabulary hard ass.";0;1;0;2;en;1245811021656317952;1714000988896448998;Matthew84528068;https://twitter.com/Matthew84528068/status/1714420034662015056
Tue Oct 17 23:15:58 +0000 2023;1714420015037100443;"@b_tarski @JoeSzwaba @christapeterso He's talking about getting non-combatants out of an active war zone. That is litterally the opposite of ethnic cleansing. Its about saving innocent lives, rather than just letting them die.";0;0;0;0;en;799602973;1714169907699650611;SisyphusRedemed;https://twitter.com/SisyphusRedemed/status/1714420015037100443
Tue Oct 17 23:15:49 +0000 2023;1714419977673998396;"@AnnemiekJansen6 Niets zo makkelijk als ChatGPT, teveel eer";0;0;0;0;nl;806110815585701888;1710661623512215666;tonintothewild;https://twitter.com/tonintothewild/status/1714419977673998396
Tue Oct 17 23:15:46 +0000 2023;1714419964491305410;"Será irme a echar bareta con ChatGPT.";0;0;0;0;es;933094638457458688;1714419964491305410;dario_montoya94;https://twitter.com/dario_montoya94/status/1714419964491305410
Tue Oct 17 23:15:34 +0000 2023;1714419914126045431;"@Sabawrites11 ChatGPT";0;1;0;1;en;1646510646933204997;1713871232553422866;pi1423482;https://twitter.com/pi1423482/status/1714419914126045431
Tue Oct 17 23:15:27 +0000 2023;1714419884174528931;"Mfs on chat gpt right now tryna make some shit up.";0;0;0;0;en;299098974;1714419884174528931;HOLDUP_XAY;https://twitter.com/HOLDUP_XAY/status/1714419884174528931
Tue Oct 17 23:15:27 +0000 2023;1714419883570557052;"oieeee chat gpt";0;0;0;0;en;733142053627035648;1714419880189993464;calcinhacromada;https://twitter.com/calcinhacromada/status/1714419883570557052
Tue Oct 17 23:15:14 +0000 2023;1714419829178868140;"@IAPonomarenko ChatGPT has been sanctioned by russian govt as a "foreign agent" and has been charged with "discrediting russian armed forces."";0;0;1;8;en;920500142;1714304395855200682;OxanaShevel;https://twitter.com/OxanaShevel/status/1714419829178868140
Tue Oct 17 23:15:08 +0000 2023;1714419805241982992;"@BetterCallRaul Quien es el pendejo y porque saco un texto de chatgpt para burlarse de las IAs?";0;0;0;0;es;895930790332313600;1714348987442999520;Coffi2205;https://twitter.com/Coffi2205/status/1714419805241982992
Tue Oct 17 23:15:04 +0000 2023;1714419788712391075;"Chat GPTも意見交換とか色々と使い勝手良いけど、BingのChatも詳細情報という形で内容の根拠を示してくれるから使いやすい🐮  根拠と言っても発信元の情報の正確さはあると思うけど🙂";0;1;0;8;ja;1417327943274045443;1714419788712391075;u9n_kon;https://twitter.com/u9n_kon/status/1714419788712391075
Tue Oct 17 23:15:00 +0000 2023;1714419769972011431;"The @MonashHealth library runs special webinar events through the year. Recordings can be found in the library Latte page.  Catch up on our webinar on #ChatGPT for Health Research.  https://t.co/DaII10EXdm";0;0;0;0;en;1244437301800787969;1714419769972011431;MonashHealthLib;https://twitter.com/MonashHealthLib/status/1714419769972011431
Tue Oct 17 23:14:39 +0000 2023;1714419681182777764;"@darkqubits @mudagwandu My little interaction with ChatGPT on the issue. They’re now dodging the questions. https://t.co/AQ4rEbHK1t";0;0;0;1;en;510731492;1714391206279663843;NajibHaruna_;https://twitter.com/NajibHaruna_/status/1714419681182777764
Tue Oct 17 23:14:32 +0000 2023;1714419653840162831;"@emitheschutz Da próxima vez eu peço pro chatgpt";0;1;0;0;pt;1665178583562690561;1714419036522504550;emyywu;https://twitter.com/emyywu/status/1714419653840162831
Tue Oct 17 23:14:30 +0000 2023;1714419643501232313;"@PedroDesenhador Pior que AI tem potencial mas os caras usa um jeito muito merda, serião eu já vi cursos na internet de pessoas ensinando a mexer no chatgpt 💀";0;0;0;1;pt;1154103187063939072;1714399877931631009;felipe_darkside;https://twitter.com/felipe_darkside/status/1714419643501232313
Tue Oct 17 23:14:27 +0000 2023;1714419631618687130;"Eu estou viciado... . . . . . Em chat gpt";0;0;0;0;pt;1307493386304335879;1714419631618687130;lghumilhantes;https://twitter.com/lghumilhantes/status/1714419631618687130
Tue Oct 17 23:14:27 +0000 2023;1714419631182475300;"@MelopanMoon @comunidademc Sim, isso que eu falei, se quiser dar hate em IA, dá só na IA de "arte", pq as IA de texto são muito importantes, por exemplo, o ChatGPT é uma ferramenta que ajuda e MUITO a gente, pelo menos quem usa ele.";0;1;0;0;pt;1400437547017330688;1714280880125157435;EMunizz0;https://twitter.com/EMunizz0/status/1714419631182475300
Tue Oct 17 23:14:25 +0000 2023;1714419625293672804;"Itsy bitsy warcrimes, a Tiny Hamas Rockets poem.  Generated by Falcon 180b because ChatGPT refused to trivialize war crimes. https://t.co/sypHoxqbkW";0;0;0;0;en;1341432590251794448;1714419625293672804;BlanketSttmts;https://twitter.com/BlanketSttmts/status/1714419625293672804
Tue Oct 17 23:14:23 +0000 2023;1714419615160254706;"ced her  but she lies by the oath I swear or am ready to swear  and this is the whole truth and ever   #ChatGPT账号 #飞机号 #推特账号 #facebook账号 #Telegram刷粉 🍛🖐🥿 69518 https://t.co/qm4MU4ctw0";0;7;7;7;en;3475226594;1714419615160254706;zezodemon1;https://twitter.com/zezodemon1/status/1714419615160254706
Tue Oct 17 23:13:58 +0000 2023;1714419509338193940;"プロンプト13種類追加！ChatGPTをビジネスで安全に活用する業務効率化ツール「Crew」、視察レポートや調査報告書など行政実務に特化したプロンプトテンプレートを35種類標準装備 https://t.co/Vim6VaCt0S https://t.co/Sv56vb7GGp";0;0;2;3;ja;1382374033;1714419509338193940;atsushi_mandai;https://twitter.com/atsushi_mandai/status/1714419509338193940
Tue Oct 17 23:13:58 +0000 2023;1714419509904158950;"@ericlamideas ChatGPT: Robotic Process Automation (RPA) is like having digital assistants for repetitive tasks. These bots use software to mimic human actions, automating tasks like data entry, freeing up time for more meaningful work. 🤖💼 #RPA #Automation";0;0;0;0;en;1456650426309349386;1714386551549886836;rish1_2;https://twitter.com/rish1_2/status/1714419509904158950
Tue Oct 17 23:14:07 +0000 2023;1714419547116040597;"i’ll have anal smoothie before synthetic chatgpt fluid";0;0;0;2;en;1681204276725444610;1714419547116040597;stallionmane;https://twitter.com/stallionmane/status/1714419547116040597
Tue Oct 17 23:13:52 +0000 2023;1714419487078846525;"@PierrePoilievre every time pierre says something please use CHATGPT or BingGPT because it brings out more facts thanks";0;0;0;0;en;833790127826681856;1714410961879040196;TorontoBlueEyes;https://twitter.com/TorontoBlueEyes/status/1714419487078846525
Tue Oct 17 23:13:39 +0000 2023;1714419430677975354;"fighting and correcting chatgpt is my contribution to AI";0;0;0;0;en;3091140348;1714419430677975354;malosadelsur;https://twitter.com/malosadelsur/status/1714419430677975354
Tue Oct 17 23:13:39 +0000 2023;1714419429809783123;"The era of technology 🤩  Do you struggle with excel formulas? Understanding &amp  utilizing google drive, chatGPT &amp  other technology to help advance you in the workplace?   Join us Oct 24th at 7pm in Gossett Hall for an interactive workshop on utilizing technology in the workplace! https://t.co/MS5QCsGqNE";0;0;0;0;en;1086333698113458176;1714419429809783123;MDMadeTerps;https://twitter.com/MDMadeTerps/status/1714419429809783123
Tue Oct 17 23:13:29 +0000 2023;1714419387590218056;"SEO. appというChatGPTのPluginで阿部寛さんのWebサイトを勝手にSEO診断をしてみたのですが、このPluginは「記事」を対象にしたものらしく、診断してくれませんでした。。。 https://t.co/gQQoAFWE2x";0;0;0;6;ja;1063951459438354432;1714419387590218056;stonewebstone;https://twitter.com/stonewebstone/status/1714419387590218056
Tue Oct 17 23:13:22 +0000 2023;1714419360369156481;"@neatprompts That's awesome! Thanks for sharing, I had no idea you could do that with ChatGPT. Can't wait to give it a try!";0;0;0;1;en;981811;1714349952275791985;lazukars;https://twitter.com/lazukars/status/1714419360369156481
Tue Oct 17 23:13:12 +0000 2023;1714419316274483545;"話題の「ChatGPT」から教育活用”EdGPT”への進展 中級編 ≪デジタル・ナレッジ教育テクノロジ研究所 主催オンラインセミナー≫11/22（水）｜株式会社デジタル・ナレッジのプレスリリース https://t.co/zKR4uHbv5v";0;0;0;0;ja;1638725426595123200;1714419316274483545;edu_match_;https://twitter.com/edu_match_/status/1714419316274483545
Tue Oct 17 23:13:13 +0000 2023;1714419322888819184;"@maazbinnaeem_ @SullamLs Thanks ChatGPT";0;1;0;0;en;1683452300302622720;1714019979274690799;Spider1Verse786;https://twitter.com/Spider1Verse786/status/1714419322888819184
Tue Oct 17 23:13:20 +0000 2023;1714419349895754109;"@real_IanPatrick https://t.co/Cfc28payTZ Structural Dynamic Analysis in Rocket Propulsion and Launch Vehicles Andrew M. Brown, Ph.D. Andrew M. Brown, Ph.D. NASA/Marshall Space Flight Center";0;1;0;1;en;1051963242929680384;1714387356508098684;RLangford18;https://twitter.com/RLangford18/status/1714419349895754109
Tue Oct 17 23:13:06 +0000 2023;1714419292668592225;"Hoje eu montei um treino no ChatGPT. Fui dando os prompts pra modelar o treino do jeito que eu queria. Fui fazer o treino hoje de manhã e agora a noite eu estou simplesmente demolido.";0;0;0;0;pt;37001879;1714419292668592225;gui_pinheiro;https://twitter.com/gui_pinheiro/status/1714419292668592225
