VADER_Sentiment,tweet_lemmatized,clean_text
Neutral,"['think', 'chatgpt', 'like', 'everyone', 'else', 'mean', 'u', 'educator', 'post', 'n', 'video', 'generate', 'ai']",think chatgpt like everyone else mean u educator post n video generate ai
Neutral,"['google', 'call', 'launch', 'chatgpt', 'rival', 'nnalphabet', 'executive', 'refuse', 'launch', 'chatbot', 'compete', 'chatgpt', 'open', 'ai', 'due', 'ethical', 'issue', 'become', 'risky', 'company', 'reputationnn']",google call launch chatgpt rival nnalphabet executive refuse launch chatbot compete chatgpt open ai due ethical issue become risky company reputationnn
Neutral,"['recommend', 'read', 'detect', 'content', 'write', 'ai', 'chatgpt', 'detector']",recommend read detect content write ai chatgpt detector
Neutral,"['chill', 'guy', 'safe', 'chatgpt', 'openai', 'openaichat', 'aiwilltakeovertheworld']",chill guy safe chatgpt openai openaichat aiwilltakeovertheworld
Neutral,"['even', 'ai', 'chatgpt', 'know', 'world', 'must', 'support', 'chatgpts', 'last', 'info', '2021', 'make', 'small', 'timehack', 'question', 'verify', '2021s', 'knowledge', 'russia', 'first']",even ai chatgpt know world must support chatgpts last info 2021 make small timehack question verify 2021s knowledge russia first
Neutral,"['new', 'video', 'buy', 'openai', 'stock', 'launch', 'todaynn', 'chatgpt']",new video buy openai stock launch todaynn chatgpt
Neutral,"['chatgpt', 'restaurant', 'generativeai', 'here', 'forbes', 'get', 'chatgpt', 'ai', 'write', '2', 'college', 'essay', '20', 'minute', 'forbes', 'full', 'conversation', 'chatgpt', 'openais', 'new', 'natural', 'language', 'model', 'paste', 'college', 'admission', 'essay', 'take']",chatgpt restaurant generativeai here forbes get chatgpt ai write 2 college essay 20 minute forbes full conversation chatgpt openais new natural language model paste college admission essay take
Neutral,"['test', 'chatgpt', 'blow', 'away', 'use', 'case', 'help', 'withn', 'write', 'social', 'postsn', 'summarize', 'textn', 'generate', 'product', 'descriptionsn', 'write', 'code', 'finding', 'mistake']",test chatgpt blow away use case help withn write social postsn summarize textn generate product descriptionsn write code finding mistake
Neutral,"['chatgpt', 'want', 'save', 'retail', 'investor', 'autl']",chatgpt want save retail investor autl
Neutral,"['use', 'legit', 'well', 'chrome', 'term', 'code', 'resource', 'article', 'writer']",use legit well chrome term code resource article writer
Neutral,"['chatgpt', 'domnmore', 'creative', 'fast', 'franchise', 'writer', 'tho']",chatgpt domnmore creative fast franchise writer tho
Neutral,"['robustness', 'truthfulness', 'open', 'end', 'llm', 'difficultnni', 'think', 'solve', 'one', 'domain', 'objective', 'scale', 'nnchatgpt', 'major', 'breakthrough', 'ai']",robustness truthfulness open end llm difficultnni think solve one domain objective scale nnchatgpt major breakthrough ai
Neutral,"['chatgpt', 'solve', 'r', 'issue', 'step', 'away', 'computer', 'recontemplate', 'everything']",chatgpt solve r issue step away computer recontemplate everything
Neutral,"['chatgpt', 'write', 'complete', 'plugin', 'three', 'prompt', '10', 'minute', 'nnit', 'could', 'single', 'well', 'define', 'prompt', 'also', 'know', 'startn1', 'feature', 'want', 'pluginn2', 'chatgpt', 'handle', 'detail', 'prompt']",chatgpt write complete plugin three prompt 10 minute nnit could single well define prompt also know startn1 feature want pluginn2 chatgpt handle detail prompt
Neutral,"['make', 'money', 'today', 'ask', 'chatgpt', 'suggestionsnn1', 'take', 'online', 'surveysn2', 'deliver', 'foodn3', 'sell', 'item', 'ebayn4', 'participate', 'focus', 'groupsn5', 'become', 'virtual', 'assistantn6', 'offer', 'pet', 'sit', 'servicesn7', 'tutor', 'studentsn8', 'become', 'uber', 'lyft', 'driver']",make money today ask chatgpt suggestionsnn1 take online surveysn2 deliver foodn3 sell item ebayn4 participate focus groupsn5 become virtual assistantn6 offer pet sit servicesn7 tutor studentsn8 become uber lyft driver
Neutral,"['powerful', 'ai', 'assistant', 'artificialintelligence', 'chatbot']",powerful ai assistant artificialintelligence chatbot
Neutral,"['chatgpt', 'feel', 'like', 'use', 'imagine', 'interact', 'computer', 'future']",chatgpt feel like use imagine interact computer future
Neutral,"['new', 'chatgpt', 'absolutely', 'insane', 'nnits', 'either', 'end', 'googlecopywritingcoding', 'start', 'another', 'era', 'domains', 'nnits', 'best', 'time', 'worst', 'time', 'age', 'wisdom']",new chatgpt absolutely insane nnits either end googlecopywritingcoding start another era domains nnits best time worst time age wisdom
Neutral,"['chatgpt', 'argue', 'artificialconsciousness', 'fundamentally', 'different', 'biologicalconsciousness', 'others', 'believe', 'may', 'possible', 'create', 'machine', 'capable', 'experience', 'consciousness', 'way', 'similar', 'human']",chatgpt argue artificialconsciousness fundamentally different biologicalconsciousness others believe may possible create machine capable experience consciousness way similar human
Neutral,"['since', 'incorporate', 'chatgpt', 'copilot', 'exploit', 'dev', 'workflow', 'able', 'produce', 'thoroughly', 'document', 'amp', 'quality', 'code', 'much', 'faster', 'rate', 'think', 'several', 'time', 'faster', 'write', 'lot', 'code', 'havent', 'try', 'tool', 'highly', 'recommend']",since incorporate chatgpt copilot exploit dev workflow able produce thoroughly document amp quality code much faster rate think several time faster write lot code havent try tool highly recommend
Neutral,"['grabe', 'ka', 'useful', 'sa', 'chatgpt', 'doh', 'like', 'damn']",grabe ka useful sa chatgpt doh like damn
Neutral,"['selfies', 'help', 'ai', 'learn', 'consent']",selfies help ai learn consent
Neutral,"['past', 'week', 'may', 'hear', 'new', 'iteration', 'chatgpt3', 'artificial', 'intelligence', 'chatbot', 'develop', 'openainnin', 'blog', 'post', 'discus', 'capability', 'limitation', 'chatgpt']",past week may hear new iteration chatgpt3 artificial intelligence chatbot develop openainnin blog post discus capability limitation chatgpt
Neutral,"['ask', 'chatgpt', 'artificial', 'intelligence', 'make', 'contract', 'producer', 'artist', 'lawyer', 'involve']",ask chatgpt artificial intelligence make contract producer artist lawyer involve
Neutral,"['im', 'kind', 'disappoint', 'first', 'impression', 'chatgpt']",im kind disappoint first impression chatgpt
Neutral,"['oddly', 'polite', 'chatbot', 'fight', 'comcast', 'support', 'dont']",oddly polite chatbot fight comcast support dont
Neutral,"['like', 'split', 'atom', 'chatgpt', 'ai', 'shake', 'tech']",like split atom chatgpt ai shake tech
Neutral,"['think', 'chatgpt', 'cool', 'cant', 'substitute', 'entire', 'creatin', 'process', 'creator', 'ideation', 'final', 'edit', 'stage']",think chatgpt cool cant substitute entire creatin process creator ideation final edit stage
Neutral,"['top', 'story', 'chatgpt', 'infiltrate', 'twitter', 'reply', 'see']",top story chatgpt infiltrate twitter reply see
Neutral,"['chatgpt', 'cool']",chatgpt cool
Neutral,"['build', 'chatgptlike', 'chatbot', 'use', 'palmnn', 'opensource', 'codenewbie', '100daysofcode', '100devs', 'javascript', 'python', 'tech', 'developer', 'google', 'ai', 'ml', 'dl', 'aiethics', 'openai', 'chatgpt3', 'code', 'cod', 'gpt3', 'gpt4', 'gptchatgpt3chat', 'chatbot', 'chatbotai']",build chatgptlike chatbot use palmnn opensource codenewbie 100daysofcode 100devs javascript python tech developer google ai ml dl aiethics openai chatgpt3 code cod gpt3 gpt4 gptchatgpt3chat chatbot chatbotai
Neutral,"['end', 'august', 'stun', 'stablediffusion', 'image', 'generation', 'revolution', 'start', 'come', 'chatgpt', 'shock', 'versatile', 'powerful', 'tool', 'simple', 'python', 'example', 'tool', 'incredible', 'essay', 'novel', 'math', 'poetrycode']",end august stun stablediffusion image generation revolution start come chatgpt shock versatile powerful tool simple python example tool incredible essay novel math poetrycode
Neutral,"['career', 'advice', 'ask', 'chatgpt', 'prospect', 'wine', 'critic', 'post', 'alley']",career advice ask chatgpt prospect wine critic post alley
Neutral,"['brilliance', 'weirdness', 'chatgptnnopenai', 'google']",brilliance weirdness chatgptnnopenai google
Neutral,"['high', 'school', 'people', 'use', 'sparknotes', 'make', 'essay', 'write', 'easy', 'nnstudents', 'use', 'chatgpt', 'ai', 'tool', 'nninstead', 'blame', 'student', 'fix', 'system', 'make', 'pursuit', 'knowledge', 'fun', 'goal', 'isnt', 'rote', 'memorization']",high school people use sparknotes make essay write easy nnstudents use chatgpt ai tool nninstead blame student fix system make pursuit knowledge fun goal isnt rote memorization
Neutral,"['bet', 'chatgpt', 'would', 'score', 'good', 'plenty', 'human', 'iq', 'test']",bet chatgpt would score good plenty human iq test
Neutral,"['help', 'student', 'whose', 'education', 'disrupt', 'covidnminister', 'chatgpt', 'give', 'pointer']",help student whose education disrupt covidnminister chatgpt give pointer
Neutral,"['thought', 'would', 'joke', 'chatgpt']",thought would joke chatgpt
Neutral,"['welcome', 'team', 'carlos', 'cuevas', 'n', 'deeplearning', 'mlsogood', 'ai', 'vr', 'artificialintelligence', 'datascience', 'iiot', 'devops', 'data', 'code', 'python', 'bigdata', 'mlart', 'dalle', 'dalle2', 'aiartgeneratorngenerativeart', 'pytorch', 'datascientist', 'analytics', 'iot', 'digita']",welcome team carlos cuevas n deeplearning mlsogood ai vr artificialintelligence datascience iiot devops data code python bigdata mlart dalle dalle2 aiartgeneratorngenerativeart pytorch datascientist analytics iot digita
Neutral,"['chatgpt', 'ask', 'generate', 'yo', 'mama', 'joke']",chatgpt ask generate yo mama joke
Neutral,"['kissconf', 'gpt', 'horizon', 'delve', 'world', 'generative', 'aintalk', 'building', 'web', 'browser', 'bash', '20', 'min', 'ainspeaker', 'summary', 'key', 'point', 'generate', 'gptnnchatgpt', 'insane']",kissconf gpt horizon delve world generative aintalk building web browser bash 20 min ainspeaker summary key point generate gptnnchatgpt insane
Neutral,"['ask', 'openai', 'chatgpt', 'nnwrite', 'shakespearean', 'sonnet', 'morality', 'message', 'sam', 'bankman', 'fry', 'work', 'fry', 'chicken', 'restaurantnn2', '2nnin', 'fair', 'town', 'boston', 'live', 'mannwhose', 'name', 'sam', 'bankman', 'friedna', 'skille']",ask openai chatgpt nnwrite shakespearean sonnet morality message sam bankman fry work fry chicken restaurantnn2 2nnin fair town boston live mannwhose name sam bankman friedna skille
Neutral,"['find', 'funny', 'easily', 'tell', 'chatgpt', 'censor', 'answer', 'responds', 'quickly', 'im', 'sorry', 'dont', 'information', 'almost', 'certainly', 'lie']",find funny easily tell chatgpt censor answer responds quickly im sorry dont information almost certainly lie
Neutral,"['chatgpt', 'unsurprisingly', 'popular', 'repo', 'topic', 'last', 'week']",chatgpt unsurprisingly popular repo topic last week
Neutral,"['create', 'q', 'amp', 'openai', 'nodejs', 'react', 'nodejs', 'react', 'ai', 'openai', 'chatgpt']",create q amp openai nodejs react nodejs react ai openai chatgpt
Neutral,"['interest', 'articlennchatgpt', 'ai', 'metaverse', 'web3']",interest articlennchatgpt ai metaverse web3
Neutral,"['artificial', 'intelligence', 'could', 'help', 'student', 'cheatn']",artificial intelligence could help student cheatn
Neutral,"['google', 'probably', 'know', 'youd', 'order', 'dinner', 'tonight', 'anyway', 'backandforth', 'benefit', 'digital', 'advertising', 'industry', 'thought', 'chatgpt', 'ml', 'ai']",google probably know youd order dinner tonight anyway backandforth benefit digital advertising industry thought chatgpt ml ai
Neutral,"['hey', 'get', 'share', 'button', 'chatgpt', 'convo']",hey get share button chatgpt convo
Neutral,"['machinelearning', 'chatgptnnset', 'reminder', 'amp', 'join', 'chat', 'chatgptnimplementationnethics', 'biasnn']",machinelearning chatgptnnset reminder amp join chat chatgptnimplementationnethics biasnn
Neutral,"['search', 'engine', 'ai', 'make', 'good', 'freethink', 'nnmore', 'w', 'ecosearch']",search engine ai make good freethink nnmore w ecosearch
Neutral,"['google', 'strong', 'competitor', 'emerge', 'nnow', 'still', 'weak', 'see', 'power', 'break', 'google', 'monopolyn']",google strong competitor emerge nnow still weak see power break google monopolyn
Neutral,"['chatgpt', 'speaks', 'truth']",chatgpt speaks truth
Neutral,"['chatgpt', 'doesnt', 'really', 'understand', 'play', '20', 'question', 'yet']",chatgpt doesnt really understand play 20 question yet
Neutral,"['interestingly', 'chatgpt', 'understands', 'enough', 'rustlang', 'recognize', 'pushstr', 'know', 'ownerships', 'mutable', 'var']",interestingly chatgpt understands enough rustlang recognize pushstr know ownerships mutable var
Neutral,"['cod', 'aint', 'get', 'solemn', 'chatgpt', 'open', 'ai']",cod aint get solemn chatgpt open ai
Neutral,"['think', 'write', 'mediocre', 'article', 'claim', 'write', 'chatgpt', 'farm', 'engagement']",think write mediocre article claim write chatgpt farm engagement
Neutral,"['gmnndisclosure', 'send', 'chatgpt', 'please', 'forgive', 'error', 'tone', 'context']",gmnndisclosure send chatgpt please forgive error tone context
Neutral,"['cybersecurity', 'professional', 'shouldnt', 'scared', 'ai', 'learn', 'use', 'itnnchatgpt', 'ai']",cybersecurity professional shouldnt scared ai learn use itnnchatgpt ai
Neutral,"['viral', 'aibased', 'chatgpt', 'assist', 'people', 'homework', 'solve', 'cod', 'problem', 'stepbystep', 'guide', 'try', 'advance', 'chat', 'bot', 'technology', 'news']",viral aibased chatgpt assist people homework solve cod problem stepbystep guide try advance chat bot technology news
Neutral,"['gpt', 'chatgpt', 'tool', 'share', 'gpt', 'conversation', 'live']",gpt chatgpt tool share gpt conversation live
Neutral,"['ask', 'chatgpt', 'write', 'biography', 'real', 'historical', 'representative', 'instead', 'write', 'convince', 'completely', 'madeup', 'biography', 'fictional', 'person']",ask chatgpt write biography real historical representative instead write convince completely madeup biography fictional person
Neutral,"['github', 'trend', 'archive', '27', 'dec', '2022', 'unknown', 'webdevsimplifiedjsweatherapp', 'atakankizilyucemakineogrenmesiturkce', 'plexptawesomechatgptpromptszh', 'starcrossportalscalpel', 'aaronryankforkbomb']",github trend archive 27 dec 2022 unknown webdevsimplifiedjsweatherapp atakankizilyucemakineogrenmesiturkce plexptawesomechatgptpromptszh starcrossportalscalpel aaronryankforkbomb
Neutral,"['interest', 'thing', 'many', 'aspect', 'language', 'model', 'chatgpt', 'bad', 'computer', 'usually', 'really', 'good', 'challenge', 'combine', 'approach']",interest thing many aspect language model chatgpt bad computer usually really good challenge combine approach
Neutral,"['try', 'get', 'chatgpt', 'admit', 'know', 'song', 'snowblind']",try get chatgpt admit know song snowblind
Neutral,"['whats', 'future', 'ai', 'tool', 'like', 'chatgpt', 'fashion', 'writer', 'content', 'creatorsnncontentstrategy', 'innovation']",whats future ai tool like chatgpt fashion writer content creatorsnncontentstrategy innovation
Neutral,"['dunno', 'get', 'excited', 'chatgptnnjust', 'ask', 'prove', 'existence', 'mass', 'gap', 'quantum', 'yangmills', 'equation', 'completely', 'crap', 'mennsentiment', 'bearish']",dunno get excited chatgptnnjust ask prove existence mass gap quantum yangmills equation completely crap mennsentiment bearish
Neutral,"['think', 'creatives', 'fine', 'ai', 'really', 'hit', 'chatgpt', 'show', 'u', 'cant', 'ai', 'personality', 'humor']",think creatives fine ai really hit chatgpt show u cant ai personality humor
Neutral,"['go', 'want', 'keep', 'eye', 'thisnn']",go want keep eye thisnn
Neutral,"['feel', 'like', 'future', 'here', 'slice', 'conversation', 'chatgpt', 'coltranes', 'giant', 'step']",feel like future here slice conversation chatgpt coltranes giant step
Neutral,"['cool', 'chatgpt', 'make', 'even', 'cool', 'run', 'azure']",cool chatgpt make even cool run azure
Neutral,"['pas', 'one', 'skeptical', 'give', 'phone', 'number', 'chatgpt']",pas one skeptical give phone number chatgpt
Neutral,"['chatgpt', 'really', 'good', 'assist', 'thing', 'example', 'image', 'show', 'idea', 'ai', 'come', 'design', 'poster', 'board', 'relate', 'math']",chatgpt really good assist thing example image show idea ai come design poster board relate math
Neutral,"['elon', 'say', 'take', 'twitter', 'artificial', 'intelligence', 'chatgpt', 'full', 'access', 'tweet', 'pretty', 'scary', 'take', 'time', 'consider', 'ai', 'probably', '8', 'indian', 'crypto', 'scammer', 'hive', 'mind']",elon say take twitter artificial intelligence chatgpt full access tweet pretty scary take time consider ai probably 8 indian crypto scammer hive mind
Neutral,"['there', 'strong', 'polarity', 'concern', 'chatgptai', 'either', 'change', 'world', 'well', 'worsennin', '2023', 'pluto', 'enters', 'aquarius', 'signal', 'rapid', 'acceleration', 'tech', 'future', 'tech', 'rest', 'hand', 'see', 'tip', 'iceberg']",there strong polarity concern chatgptai either change world well worsennin 2023 pluto enters aquarius signal rapid acceleration tech future tech rest hand see tip iceberg
Neutral,"['educator', 'could', 'adapt', 'chatgpt', 'nn', 'use', 'multicomponent', 'assessment', 'instead', 'single', 'essayn', 'student', 'practice', 'metacognitive', 'reflection', 'n', 'grade', 'reward', 'distinctive', 'write', 'unique', 'perspectivesnnvia', 'n']",educator could adapt chatgpt nn use multicomponent assessment instead single essayn student practice metacognitive reflection n grade reward distinctive write unique perspectivesnnvia n
Neutral,"['need', 'know', 'openais', 'new', 'chatgpt', 'bot', 'affect', 'security', 'lightning', 'talk', 'panel', 'session', 'via']",need know openais new chatgpt bot affect security lightning talk panel session via
Neutral,"['im', 'realize', 'part', 'make', 'chatgpt', 'impressive', 'bad', 'google', 'gotten', 'give', 'answer']",im realize part make chatgpt impressive bad google gotten give answer
Neutral,"['probably', 'hear', 'chatgpt', 'here', 'parent', 'educator', 'know', 'incredibly', 'smart', 'ai', 'allianceacademy', 'allianceknights', 'knightpride', 'cincinnaticharter']",probably hear chatgpt here parent educator know incredibly smart ai allianceacademy allianceknights knightpride cincinnaticharter
Neutral,"['way', 'get', 'around', 'chatgpts', 'safeguard']",way get around chatgpts safeguard
Neutral,"['chatgpts', 'ai', 'make', 'puzzle', 'thatll', 'make', 'want', 'throw', 'brickbat']",chatgpts ai make puzzle thatll make want throw brickbat
Neutral,"['write', 'book', 'five', 'day', 'explore', 'role', 'emerge', 'technology', 'like', 'metaverse', 'quantum', 'compute', 'synthetic', 'biology', 'shape', 'world', 'write', 'chatgptnn']",write book five day explore role emerge technology like metaverse quantum compute synthetic biology shape world write chatgptnn
Neutral,"['time', 'take', 'reach', '1', 'million', 'usersnnnetflix', '35', 'yearsnairbnb', '25', 'yearsnfacebook', '10', 'monthsnspotify', '5', 'monthsninstagram', '25', 'month', 'iphone', '74', 'daysnchatgpt', '5', 'daysnnchatgpt', 'one', 'rare', 'moment', 'technology', 'reshape', 'everything', 'go', 'forwardnnchatgtp']",time take reach 1 million usersnnnetflix 35 yearsnairbnb 25 yearsnfacebook 10 monthsnspotify 5 monthsninstagram 25 month iphone 74 daysnchatgpt 5 daysnnchatgpt one rare moment technology reshape everything go forwardnnchatgtp
Neutral,"['play', 'chatgpt', 'define', 'function']",play chatgpt define function
Neutral,"['publish', 'cant', 'anticipate', 'consequence', 'artificial', 'intelligence', 'noof', 'thing', 'write', 'essaysn', 'nchatgpt', 'nopenaichat', 'nwritingcommunity', 'nwriting']",publish cant anticipate consequence artificial intelligence noof thing write essaysn nchatgpt nopenaichat nwritingcommunity nwriting
Neutral,"['definitely', 'add', 'chatgpt', 'daily', 'toolset']",definitely add chatgpt daily toolset
Neutral,"['chatgpt', 'write', 'english', 'essay', 'quite', 'well', 'teacher', 'go', 'dealn']",chatgpt write english essay quite well teacher go dealn
Neutral,"['error', 'look', 'like', 'use', 'playwright', 'sync', 'api', 'inside', 'asyncio', 'loop', 'please', 'use', 'async', 'api', 'instead', 'github', 'python']",error look like use playwright sync api inside asyncio loop please use async api instead github python
Neutral,"['useful', 'tip', 'find', 'ask', 'chatgpt', 'include', 'citation', 'reference', 'requestnnthat', 'say', 'think', 'fact', 'check', 'point', 'venturebeat', 'article', 'comment', 'bang', 'im', 'wonder', 'next', 'gen', 'pair', 'llm', 'gan']",useful tip find ask chatgpt include citation reference requestnnthat say think fact check point venturebeat article comment bang im wonder next gen pair llm gan
Neutral,"['use', 'chatgpt', 'recently', 'might', 'want', 'give', 'read']",use chatgpt recently might want give read
Neutral,"['show', 'hn', 'scrollable', 'chatgpt', 'share', 'urls']",show hn scrollable chatgpt share urls
Neutral,"['chatgpt', 'natural', 'language', 'processing', 'nlp', 'tool', 'chatbots']",chatgpt natural language processing nlp tool chatbots
Neutral,"['new', 'wonkhe', 'artificial', 'intelligence', 'become', 'legitimate', 'concern', 'plagiarism', 'first', 'wonkhe', 'article', 'investigate', 'discussion', 'around', 'use', 'chatgptn']",new wonkhe artificial intelligence become legitimate concern plagiarism first wonkhe article investigate discussion around use chatgptn
Neutral,"['ഗഗൾ', 'നറ', 'അണട', 'കറമ', 'nngoogle', 'declare', 'chatgpt', 'code', 'red', 'asks', 'team', 'create', 'rival']",ഗഗൾ നറ അണട കറമ nngoogle declare chatgpt code red asks team create rival
Neutral,"['massively', 'impressed', 'chatgpt']",massively impressed chatgpt
Neutral,"['chatgpt', 'badassni', 'hope', 'kick', 'google', 'nad', 'ai', 'artificialintelligence', 'n']",chatgpt badassni hope kick google nad ai artificialintelligence n
Neutral,"['chatgpt', 'still', 'way', 'go', 'feel', 'like', 'converse']",chatgpt still way go feel like converse
Neutral,"['time', 'reach', '1m', 'user', 'nnchatgpt', '5', 'daysninstagram', '2', 'monthsnspotify', '5', 'monthsndropbox', '7', 'monthsnyoutube', '8', 'monthsnzoom', '9', 'monthsnfacebook', '10', 'monthsnsnapchat', '1', 'yearnlinkedin', '1', 'year', '3', 'monthsnpinterest', '1', 'year', '8', 'monthsntwitter', '2', 'yearsnnetflix', '3', 'year', '5', 'month']",time reach 1m user nnchatgpt 5 daysninstagram 2 monthsnspotify 5 monthsndropbox 7 monthsnyoutube 8 monthsnzoom 9 monthsnfacebook 10 monthsnsnapchat 1 yearnlinkedin 1 year 3 monthsnpinterest 1 year 8 monthsntwitter 2 yearsnnetflix 3 year 5 month
Neutral,"['top', 'story', 'kindle', 'novelist', 'use', 'openais', 'chatgpt', 'verge', 'see']",top story kindle novelist use openais chatgpt verge see
Neutral,"['chatgpt', 'slow', 'morning', 'already', 'forget', 'code', 'since', 'release', 'thats', 'good', 'continue', 'employment']",chatgpt slow morning already forget code since release thats good continue employment
Neutral,"['play', 'around', 'chatgpt', 'write', 'code', 'unity', 'mind', 'blownntook', 'whole', '10', 'second', 'get', 'work', 'character', 'move', '2dnnunity3d', 'gamedev', 'chatgpt']",play around chatgpt write code unity mind blownntook whole 10 second get work character move 2dnnunity3d gamedev chatgpt
Neutral,"['check', 'poem', 'write', 'chatgpt', 'womeninai', 'robotics', 'cool', 'ehnhappy', 'friday', 'n']",check poem write chatgpt womeninai robotics cool ehnhappy friday n
Neutral,"['1', 'chatgpt', 'feel', 'like', 'insert', 'profession', 'establish', 'thing', 'know', 'cease', 'exist', 'reaction', 'bite', 'premature']",1 chatgpt feel like insert profession establish thing know cease exist reaction bite premature
Neutral,"['quora', 'want', 'help', 'talk', 'like', 'chatgpt']",quora want help talk like chatgpt
Neutral,"['finetune', 'training', 'chatgpt', 'conceivable', 'student', 'use', 'hisher', 'past', 'essay', 'finetune', 'chatgpt', 'write', 'essay', 'hisher', 'style']",finetune training chatgpt conceivable student use hisher past essay finetune chatgpt write essay hisher style
Neutral,"['obvious', 'quirk', 'chatgpt', 'clearly', 'read', 'million', 'college', 'essay', 'use', 'simple', '3', 'part', 'structure', 'nnintroduction', 'topic', 'complicate', 'nbody', 'here', 'info', 'nconclusion', 'restate', 'complicate', 'reason', 'nnwe', 'need', 'good', 'argument', 'structure']",obvious quirk chatgpt clearly read million college essay use simple 3 part structure nnintroduction topic complicate nbody here info nconclusion restate complicate reason nnwe need good argument structure
Neutral,"['add', 'async', 'support', 'github', 'python']",add async support github python
Neutral,"['sign', 'mature', 'developernn', 'longer', 'complain', 'agilenn', 'understand', 'one', 'care', 'code', 'unless', 'prod', 'breaksnn', 'stay', 'calm', 'thing', 'dont', 'gonaccording', 'plan', 'demonn', 'never', 'give', 'shit', 'regexnn', 'ask', '90', 'thing', 'chatgpt']",sign mature developernn longer complain agilenn understand one care code unless prod breaksnn stay calm thing dont gonaccording plan demonn never give shit regexnn ask 90 thing chatgpt
Neutral,"['wire', 'chatgpt', 'galactica', 'progress', 'trap', 'idea', 'algorithms', 'ethicsn']",wire chatgpt galactica progress trap idea algorithms ethicsn
Neutral,"['chatgpt', 'write', 'haiku', 'elon', 'sbf', 'vitalikngtgtngtnsam', 'elon', 'vitaliknscam', 'artists', 'fine', 'artnfooling', 'sight']",chatgpt write haiku elon sbf vitalikngtgtngtnsam elon vitaliknscam artists fine artnfooling sight
Neutral,"['top', 'story', 'chatgpt', 'tip', 'point', 'ai', 'see']",top story chatgpt tip point ai see
Neutral,"['chatgpt', 'difficulty', 'imaginary', 'number', 'somethingnthe', 'value', '121nnai', 'openai', 'math', 'matrix', 'fails']",chatgpt difficulty imaginary number somethingnthe value 121nnai openai math matrix fails
Neutral,"['ask', 'chatgpt', 'create', 'rap', 'battle', 'lfc', 'man', 'utd', 'here', 'say', 'slightly', 'confuse', 'outdated', 'player', 'amaze', 'stuff', 'nonetheless', 'ynwa', 'lfcfamily']",ask chatgpt create rap battle lfc man utd here say slightly confuse outdated player amaze stuff nonetheless ynwa lfcfamily
Neutral,"['quick', 'check', 'chatgpt', 'like', 'question', 'thenn', 'sell', 'get', 'curious', 'gpt3', 'stuff', 'shame', 'show', 'shiny', 'stuff']",quick check chatgpt like question thenn sell get curious gpt3 stuff shame show shiny stuff
Neutral,"['type', 'insane', 'ai', 'art', 'use', 'openaierc', 'create', 'amazing', 'here', 'recent', 'one', '100xgems', 'openai', 'chatgpt', 'nftcommunity', 'nfts', 'nft']",type insane ai art use openaierc create amazing here recent one 100xgems openai chatgpt nftcommunity nfts nft
Neutral,"['last', 'video', 'chatgpt', 'knowledge', 'graph', 'scotus', 'decision', 'didnt', 'quite', 'work', 'there', 'lot', 'valuable', 'insight', 'especially', 'end']",last video chatgpt knowledge graph scotus decision didnt quite work there lot valuable insight especially end
Neutral,"['chatgpt', 'sooooo', 'powerful']",chatgpt sooooo powerful
Neutral,"['chatgpt', 'give', 'number', 'may', 'range', 'atleast', 'instead', 'open', 'end', 'answer', 'good', 'work', 'though']",chatgpt give number may range atleast instead open end answer good work though
Neutral,"['youre', 'uni', 'use', 'chatgpt', 'finish', 'coursework', 'youre', 'miss', 'lifetime', 'opportunity']",youre uni use chatgpt finish coursework youre miss lifetime opportunity
Neutral,"['hard', 'trust', 'chatgpts', 'answer', 'wo', 'know', 'get', 'information', 'could', 'find', 'outnwell', 'could', 'ask']",hard trust chatgpts answer wo know get information could find outnwell could ask
Neutral,"['generative', 'ai', 'model', 'like', 'chatgpt', 'competition', 'mintnn', 'nnai', 'model', 'model', 'data', 'gpt3', 'language', 'tech', 'research', 'nn']",generative ai model like chatgpt competition mintnn nnai model model data gpt3 language tech research nn
Neutral,"['chatgpt', 'say', 'need', 'actively', 'oppose', 'fascism', 'support', 'movement', 'combat', 'comrade']",chatgpt say need actively oppose fascism support movement combat comrade
Neutral,"['ever', 'want', 'learn', 'topic', 'please', 'use', 'chatgpt', 'damn', 'good', 'nnyou', 'ask', 'question', 'give', 'direct', 'answer']",ever want learn topic please use chatgpt damn good nnyou ask question give direct answer
Neutral,"['chatgpt', 'help', 'marketer', 'daily', 'job', 'real', 'benefit', 'problem', 'ai', 'bring', 'marketingnn']",chatgpt help marketer daily job real benefit problem ai bring marketingnn
Neutral,"['okay', 'may', 'undermine', 'chatgpt', 'watch', '2minpapers', 'amp', 'complex', 'stuff', 'thats', 'sweetnn']",okay may undermine chatgpt watch 2minpapers amp complex stuff thats sweetnn
Neutral,"['one', 'ai', 'regulation', 'could', 'get', 'behind', 'would', 'force', 'ai', 'content', 'generation', 'platform', 'keep', 'publicly', 'searchable', 'database', 'content', 'create', 'fingerprinting', 'purpose', 'db', 'hash', 'content', 'leastnnchatgpt', 'ai']",one ai regulation could get behind would force ai content generation platform keep publicly searchable database content create fingerprinting purpose db hash content leastnnchatgpt ai
Neutral,"['chatgpt', 'good']",chatgpt good
Neutral,"['top', 'story', 'google', 'call', 'code', 'red', 'chatgpt', 'dtns', '4421', 'see']",top story google call code red chatgpt dtns 4421 see
